"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-AT2G02070",3463.67201509307,-0.870698211921142,0.0648192307520159,-13.4327143629989,3.888912166949e-41,1.66063751217921e-39
"gene-AT3G15450",45095.6044499098,-2.1258268448451,0.158270868560423,-13.4315737582089,3.94928376678684e-41,1.68330008093046e-39
"gene-AT1G53430",2151.82894472754,-0.951944987127106,0.071020320795217,-13.4038395837719,5.7414275967212e-41,2.44264905816963e-39
"gene-AT2G25930",1291.32598423559,-1.09197225716486,0.0815335957336547,-13.3929118094092,6.65207660286526e-41,2.8248661949442e-39
"gene-AT1G55920",2114.82752648302,1.01901602044047,0.0761040462049245,13.3897745422967,6.93910657406185e-41,2.9413393105017e-39
"gene-AT2G27385",13079.2968108578,-0.714322735888546,0.0533698401024652,-13.3843896574753,7.46077131200552e-41,3.15665918685386e-39
"gene-AT4G21870",469.915161839907,-1.79823691945118,0.134463730602082,-13.3733975057757,8.64978357046647e-41,3.6530285595492e-39
"gene-AT1G72645",676.127371578401,1.5190877853405,0.113660822172863,13.3650958729664,9.6710323840037e-41,4.07686171376126e-39
"gene-AT2G30020",1162.70950802882,-1.62571151901058,0.121789465787757,-13.3485396991865,1.2079367961279e-40,5.08281287991117e-39
"gene-AT3G25600",559.353468891193,-1.68686415484912,0.126399276084748,-13.3455206952144,1.2578856252139e-40,5.28334874896308e-39
"gene-AT5G58650",1087.49320224674,-1.22873841363367,0.0922037403542509,-13.3263402212622,1.62684770861219e-40,6.82063296597971e-39
"gene-AT3G56980",207.095434987577,3.7690320833383,0.283030583082487,13.3166954690541,1.85121655324229e-40,7.74722368443084e-39
"gene-AT5G11740",9520.67980928474,-0.995651937612973,0.0747794347060924,-13.314515434975,1.90605072170855e-40,7.96225065070245e-39
"gene-AT4G29610",281.224243484561,-8.11351679269937,0.610086651855951,-13.298958054593,2.3471637166045e-40,9.78720581214884e-39
"gene-AT2G46550",4404.76207654549,-0.77917501544886,0.0586014600891508,-13.2961706801075,2.43629945354836e-40,1.01405467688396e-38
"gene-AT4G36220",5232.90398597459,0.778292577229562,0.0586690858509309,13.2658037182833,3.65481245908988e-40,1.51849226115592e-38
"gene-AT2G34430",100270.426630488,-0.548655692895319,0.0414277457622363,-13.2436772216423,4.90854024371707e-40,2.03571995467396e-38
"gene-AT2G19800",1141.04476528332,-1.56253743360328,0.118210681191293,-13.2182423606436,6.88541380433343e-40,2.85046242215664e-38
"gene-AT5G07840",990.549796274706,-1.14167324164516,0.086405099658723,-13.2130307835355,7.37923149184157e-40,3.04942112850134e-38
"gene-AT3G45970",1884.1612081798,-2.94816875332117,0.223278186545223,-13.2040160256499,8.3179516339828e-40,3.43119224915938e-38
"gene-AT2G38400",1434.31679680022,-1.09415414255955,0.0828823363077017,-13.2012946461534,8.62400234383873e-40,3.55108696511745e-38
"gene-AT1G70820",2599.58765856851,-1.0519214546136,0.0797536908007189,-13.1896272642985,1.00681813341242e-39,4.13836351842371e-38
"gene-AT5G15450",9919.45487044562,0.659885425750997,0.0500487342416509,13.1848574344531,1.07256561829617e-39,4.40076345058566e-38
"gene-AT2G44490",6925.27178197147,-0.741372357233893,0.056255471494838,-13.1786711147185,1.16423499799013e-39,4.76840050064908e-38
"gene-AT2G41420",3455.5585728725,-0.841694731221224,0.0638802533311408,-13.176133270137,1.20405719476901e-39,4.92275795286855e-38
"gene-AT3G54020",766.111903482302,-1.3238689539211,0.100514228796789,-13.1709606666493,1.28946400943675e-39,5.26261072453134e-38
"gene-AT1G01060",11501.3399209653,0.984484606571919,0.0747539844291742,13.1696606420313,1.31185998440276e-39,5.34455466083804e-38
"gene-AT1G78240",3354.60535641202,-0.82544490322617,0.0627232365636484,-13.160113355894,1.48862366767775e-39,6.05399879241294e-38
"gene-AT1G72610",29835.2218162471,-0.846145622036106,0.0643015044448143,-13.159033048166,1.51006023357449e-39,6.13036600809757e-38
"gene-AT3G52370",1042.86352854314,1.15128900659924,0.0876400767970718,13.1365586233456,2.03262656148158e-39,8.23731737806746e-38
"gene-AT4G13770",10043.9182042033,0.80146950729155,0.0610435057403114,13.1294803201691,2.23182852716627e-39,9.02872526454862e-38
"gene-AT3G61190",213.302331324731,-3.33928024138048,0.254570609447164,-13.1173046591364,2.62091764951432e-39,1.05841926585202e-37
"gene-AT2G23760",3642.59601525121,-0.779874896750774,0.059543476362573,-13.0975707901559,3.39965336093899e-39,1.37050011975336e-37
"gene-AT3G13110",4104.32357103414,0.776075176084999,0.0592951986270066,13.0883308270347,3.83952850390335e-39,1.54512544103852e-37
"gene-AT1G49840",1217.51078109391,-1.088496058408,0.0833455486976417,-13.060038303387,5.56997541484328e-39,2.23759691795943e-37
"gene-AT4G20890",4373.74227755871,-0.791431230467258,0.0607948889500179,-13.0180553684032,9.65997514922908e-39,3.87390203419258e-37
"gene-AT4G24240",1311.58466803083,-1.0125395881261,0.0778422141723528,-13.0075897620821,1.10781331294967e-38,4.4349074971018e-37
"gene-AT2G31810",4051.27116420447,-0.801775440887184,0.0617336165846803,-12.9876635331641,1.4374880785005e-38,5.74472055496415e-37
"gene-AT4G33625",1815.5730275172,-1.10681254585041,0.0852497884406081,-12.9831705872385,1.52437118791316e-38,6.08139709724734e-37
"gene-AT1G20010",4602.49899310005,-0.789505003750347,0.0608417615673334,-12.9763666174689,1.66598092588172e-38,6.63486255093378e-37
"gene-AT1G03610",5458.56782553778,-0.848716369145937,0.0654279217571559,-12.9717763663051,1.76882955450821e-38,7.03231736162152e-37
"gene-AT4G16563",634.772302763195,-1.74364645597775,0.134635666485716,-12.950851000264,2.32363801812036e-38,9.22216334936962e-37
"gene-AT2G40270",2598.9408410424,-0.997568996199302,0.077080662983937,-12.9418839639092,2.61145938798898e-38,1.03466738879103e-36
"gene-AT4G36360",6827.77792261092,0.669971329810117,0.0517748045032521,12.9401035163355,2.67269135907246e-38,1.05711132159266e-36
"gene-AT1G33600",1705.79597549736,-0.99979510350069,0.0773159922936699,-12.9312846390584,2.99767831882718e-38,1.18362096496294e-36
"gene-AT2G14247",220.729743209898,3.17607561661014,0.245837367606123,12.9194176114788,3.49778894182393e-38,1.37872675571826e-36
"gene-AT1G26560",3659.57032882383,0.833341897576628,0.064575471423335,12.9049293672751,4.22202448270222e-38,1.66135942912339e-36
"gene-AT3G44450",463.044786205285,-1.98963853187424,0.154411195235322,-12.8853256322642,5.44452162306443e-38,2.13876020623923e-36
"gene-AT5G46830",241.545352622714,2.42949987311176,0.188872728323441,12.8631586713318,7.2550251321172e-38,2.84512966873283e-36
"gene-AT2G20610",4344.35031598838,0.953825818051961,0.0741801981034562,12.8582268912479,7.73301970033996e-38,3.02743126095313e-36
"gene-AT1G74090",2260.51848902061,0.972364016287128,0.0756295148408655,12.8569384364439,7.86297379140859e-38,3.07309004501849e-36
"gene-AT4G15430",2485.6100761792,-1.10922862520988,0.0863778421351999,-12.8415875853173,9.58877015801067e-38,3.73492316002649e-36
"gene-AT5G67370",6410.29323963249,0.738301563678117,0.0574925159886099,12.8416986277724,9.57502480567007e-38,3.73492316002649e-36
"gene-AT4G16141",943.124041149081,1.1579541780157,0.0902540466387367,12.8299419376805,1.11447665476299e-37,4.33367912009776e-36
"gene-AT2G15050",1560.94927518062,1.10262085559724,0.085979557092658,12.8242211623511,1.19986194808885e-37,4.65784792272403e-36
"gene-AT1G21540",320.104023492219,-2.30975919865424,0.180157691852202,-12.8207637148744,1.25458652463301e-37,4.86210263386766e-36
"gene-AT1G19020",504.951703606589,-1.67797410823568,0.130937373702994,-12.8150890825245,1.34983255879863e-37,5.22244781431841e-36
"gene-AT1G15550",1048.91598134487,1.48128779610308,0.115647954913615,12.8085948187285,1.46768295308257e-37,5.66889467590135e-36
"gene-AT4G21560",1653.34035529915,-0.94279132890063,0.0736322400046532,-12.8040560607833,1.55606463730355e-37,6.00021646681982e-36
"gene-AT2G18680",148.887474171079,-3.47369393024225,0.27138716726946,-12.7997722412321,1.64432787615777e-37,6.32997604279165e-36
"gene-AT5G11250",770.541246605768,-1.40304017745866,0.10969223134421,-12.7906977574006,1.84807150476573e-37,7.10244680473218e-36
"gene-AT1G10370",6530.82170840109,0.836421564290333,0.0654590804659252,12.7777774807841,2.18216431188611e-37,8.3724670329088e-36
"gene-AT1G49470",751.465827452492,1.4439753118449,0.11349503434553,12.7228060696364,4.4170790573767e-37,1.69191737515032e-35
"gene-AT5G01600",12603.6320854067,-0.701468517671258,0.0551518239534889,-12.7188634461632,4.645682573932e-37,1.77653058826365e-35
"gene-AT1G56220",16963.0350201568,-0.721198173186863,0.0567479155838768,-12.7088046453599,5.28359059741083e-37,2.01712443022676e-35
"gene-AT1G12580",3891.61971164362,-0.743990004762737,0.0585685382230388,-12.7028952289965,5.69819560683353e-37,2.17181309914007e-35
"gene-AT2G17480",1792.48567260885,-0.972698969323988,0.076741460052182,-12.6750125507461,8.13456687654773e-37,3.0952966601702e-35
"gene-AT2G21130",250.11894923717,-2.74880977176679,0.217477761718318,-12.6394981723561,1.27867429124971e-36,4.85748772354649e-35
"gene-AT2G32020",202.418585212502,-2.46440892414283,0.195034893442344,-12.6357334354191,1.34137527292599e-36,5.08729809513164e-35
"gene-AT5G66650",534.949855987357,-1.84018042981876,0.145727443312497,-12.6275489913913,1.48842486765293e-36,5.63572890364677e-35
"gene-AT5G15260",937.748144598748,-1.13198598698413,0.0897134440429307,-12.6177965750867,1.68469272610483e-36,6.36841468381168e-35
"gene-AT4G24230",2407.48293810565,-0.991276904527891,0.0786316277572078,-12.6065927006964,1.94209276467798e-36,7.32941359422416e-35
"gene-AT3G26180",2856.45608259088,-1.01023320572616,0.0801797699247713,-12.5996022023263,2.12212078681535e-36,7.99574889267567e-35
"gene-AT2G40330",123.678037718134,-3.9715922167056,0.31539871896687,-12.592290259501,2.32818780993543e-36,8.75786014833624e-35
"gene-AT2G29970",2984.14926943502,-1.05220494389959,0.0837168362780762,-12.5686181021528,3.14167247611269e-36,1.17986686688408e-34
"gene-AT5G53500",2453.30991016781,-0.856931778352128,0.0682222731968737,-12.5608798739265,3.46458373534329e-36,1.29902172932164e-34
"gene-AT5G07690",1315.94150636818,1.27750309206587,0.101745943188978,12.5558135491761,3.69365179891738e-36,1.38266098752006e-34
"gene-AT1G78230",1854.50415610775,-0.977749399069572,0.077889854621785,-12.5529750160312,3.82850733352958e-36,1.43081929665897e-34
"gene-AT4G32190",5524.35810607411,-0.728373407871195,0.0580880966944652,-12.5391164338252,4.56051890188719e-36,1.70163439091613e-34
"gene-AT2G39660",961.777798460103,-1.16143906630121,0.0926692508053448,-12.5331655992435,4.91605190323059e-36,1.83132860802252e-34
"gene-AT2G23100",341.106807818547,-1.86635852289804,0.148998649108255,-12.5260096924908,5.3802259787798e-36,2.00101017491425e-34
"gene-AT5G14920",1411.03356946424,-1.38808177121606,0.110824067740562,-12.5250931455209,5.44274159048098e-36,2.02100126143158e-34
"gene-AT5G16910",2280.69476333235,-0.864628482260806,0.0690921277883043,-12.5141388742578,6.24818059816854e-36,2.31634720921493e-34
"gene-AT2G36870",2786.14695868483,0.867187860696741,0.0694119372335748,12.4933533806816,8.11592822304268e-36,3.0039356162944e-34
"gene-AT2G39010",19882.6895711012,-0.548501864831037,0.0440705615372918,-12.4459921929269,1.47045630050293e-35,5.43385446046426e-34
"gene-AT2G26190",2222.19685054882,-0.989707806586963,0.0795549519489049,-12.4405556453936,1.57405115318379e-35,5.80736728660242e-34
"gene-AT4G26790",565.495013521336,1.51172315736915,0.121564432625149,12.4355712005882,1.67538871892392e-35,6.17137196001065e-34
"gene-AT2G01570",5482.65902797589,-0.713423646925334,0.0575352829949903,-12.399759065884,2.62110511029865e-35,9.63956343514778e-34
"gene-AT2G34810",880.119490203179,1.3038592270216,0.105156705403087,12.3992019531578,2.63939123841406e-35,9.69135709659075e-34
"gene-AT1G23870",6810.21667343074,-0.875128733569054,0.0708094552865025,-12.3589248078267,4.35948593286856e-35,1.59817783984128e-33
"gene-AT4G13575",3068.94573398476,0.899380183241781,0.0728081906820789,12.3527335979131,4.70839174475844e-35,1.72334611495849e-33
"gene-AT5G65207",1466.63063404451,-1.34181295370546,0.10873172148189,-12.3405841038666,5.47571892258631e-35,2.00102381356446e-33
"gene-AT5G04040",4183.6833571246,-0.886308627351134,0.0721167114352878,-12.2899201823206,1.02607293509065e-34,3.74370503326825e-33
"gene-AT2G39380",343.589984597755,1.80496188533917,0.14687172738154,12.2893760257227,1.03300293770363e-34,3.76303550402969e-33
"gene-AT4G01080",514.363569039266,1.70701100553426,0.138917523464788,12.2879458469971,1.05143921302907e-34,3.82415407148855e-33
"gene-AT1G76180",19905.2140526824,-0.65914818186517,0.0537069534296335,-12.2730510627228,1.26398898973988e-34,4.58997198652155e-33
"gene-AT1G16410",7708.1043632219,2.11884262465694,0.173014797699814,12.2465977062447,1.75192646051419e-34,6.35183525990513e-33
"gene-AT3G43800",1582.03631319707,0.909635399060691,0.0743019801695594,12.2424112652836,1.84469582604593e-34,6.67768305381368e-33
"gene-AT5G57655",6085.3570910268,-1.02462944141128,0.0837590161931007,-12.2330644267486,2.06980097715179e-34,7.4808057573892e-33
"gene-AT1G51170",519.862240052954,1.46122629129549,0.12014321434379,12.1623705448249,4.93067908779101e-34,1.77928840509191e-32
"gene-AT5G62520",923.32748638618,-4.71647099585992,0.388849191226423,-12.1293064310723,7.38724345652229e-34,2.66160073224918e-32
"gene-AT5G47220",287.268329127236,-2.36567752124622,0.195244216353795,-12.1165049875765,8.63641369360776e-34,3.10681846116851e-32
"gene-AT3G45730",532.355331994925,-1.38220059463742,0.114275867956543,-12.0952972780136,1.11836687738256e-33,4.01688813482312e-32
"gene-AT2G36410",1700.85399530216,-1.03435392561947,0.0856944112363487,-12.0702611838558,1.5165221639094e-33,5.43848904783621e-32
"gene-AT4G01360",178.478440544268,-3.26540523373788,0.271067671219504,-12.0464576946678,2.02465325337599e-33,7.24945331826039e-32
"gene-AT3G52720",5398.2434117516,0.61753910768197,0.0513148909450738,12.0343061499043,2.34598054982432e-33,8.38697139510062e-32
"gene-AT3G19710",7805.04167501996,0.833110277369867,0.0692661073077627,12.02767572412,2.54216937106871e-33,9.07428537576987e-32
"gene-AT4G22880",1459.99696052761,1.10104010603835,0.0915679213120701,12.0242994518345,2.64824670842084e-33,9.43831852387575e-32
"gene-AT5G64620",885.12314668882,-1.42964518540994,0.119295164368856,-11.9841000511096,4.30494032244307e-33,1.53190769900023e-31
"gene-AT5G62140",1600.88603120911,0.906424655053546,0.0756513241911429,11.9816099023376,4.43624091787862e-33,1.57619844877293e-31
"gene-AT3G53800",687.099711621412,-1.52786544447363,0.127620329547887,-11.9719597174393,4.98373916124254e-33,1.76800063567833e-31
"gene-AT2G45680",867.927428396922,-1.33730037764103,0.111764681467227,-11.9653217822051,5.39878879663911e-33,1.91229909157759e-31
"gene-AT3G25717",1929.88008362052,-1.04165502196552,0.0871839853984664,-11.9477793680196,6.66832518372705e-33,2.35835752164972e-31
"gene-AT3G07215",343.258133215564,1.77395618452009,0.148694494977087,11.9302075358839,8.23678880927465e-33,2.90860816467173e-31
"gene-AT3G10040",195.91844537564,3.38442285338823,0.283847500074979,11.9233843965306,8.94015620484425e-33,3.15215691020648e-31
"gene-AT2G19810",1602.05037984067,-1.11242778404006,0.0933236863907141,-11.9201011775586,9.29955366138254e-33,3.27386882256214e-31
"gene-AT3G26450",6866.78943753362,0.586459840223049,0.0492074590029375,11.9181085978863,9.52462997299533e-33,3.3479945510259e-31
"gene-AT2G36320",3711.95137404908,-0.789489784548039,0.0662632575410831,-11.9144426918426,9.95294482672428e-33,3.4932260998392e-31
"gene-AT3G20310",2400.27595792612,-0.79119798259684,0.0664102565883884,-11.9137919839807,1.00309463801123e-32,3.51525216685424e-31
"gene-AT1G72520",644.386013791099,-1.45450508476237,0.122144096537853,-11.9081079314514,1.07386365261018e-32,3.75754506305588e-31
"gene-AT3G56970",202.309880856591,3.53058908967419,0.296535483744897,11.9061268657868,1.09967636725582e-32,3.84203596250785e-31
"gene-AT4G14580",315.513003716528,-1.78930814416908,0.150498584127552,-11.8892025100554,1.34686450955237e-32,4.6985398979982e-31
"gene-AT1G09310",30882.8948560004,0.629271427150465,0.052997405612265,11.8736270177881,1.62276446516779e-32,5.65246613327856e-31
"gene-AT5G07460",1339.20330389681,1.01803916207705,0.0857744854250893,11.8687877523456,1.7194098744354e-32,5.98007123598883e-31
"gene-AT2G23000",3427.48590829971,0.842470257224947,0.0710564570172258,11.8563504653871,1.99481908514206e-32,6.92748995245343e-31
"gene-AT2G43290",2681.99535018723,-0.820762672967571,0.0692526195170122,-11.8517202481553,2.10818070846384e-32,7.31015623405529e-31
"gene-AT3G54920",3812.43304457895,-0.878160981407957,0.0741909734114901,-11.8364935925204,2.52802754262009e-32,8.75282088667819e-31
"gene-AT1G75540",4205.75670561928,-0.779217721108248,0.0659720846870605,-11.8113248172235,3.41143117774795e-32,1.17937318632219e-30
"gene-AT4G39070",232.704915000735,-2.59504469738977,0.219739476914232,-11.8096426451523,3.48037354007604e-32,1.20140618953014e-30
"gene-AT5G47610",1456.43334511762,0.998761192223276,0.0845927888032542,11.8066942389876,3.60456513925834e-32,1.242416555249e-30
"gene-AT5G03760",5106.92754183934,0.733087069363429,0.0621261289082473,11.7999798514102,3.90404924818703e-32,1.34363390468574e-30
"gene-AT5G19140",20417.927498511,-0.616266611331061,0.0523398887180471,-11.7743202445627,5.29421422428035e-32,1.81936342470463e-30
"gene-AT5G02160",12346.4572156675,-0.558401404570509,0.0474589274025745,-11.7659929360354,5.84347657501394e-32,2.00512985629831e-30
"gene-AT2G24600",366.796623525237,-1.70363295978996,0.14484780701567,-11.7615378160725,6.16019442557813e-32,2.11066750756918e-30
"gene-AT5G26220",530.949418477115,1.62742482020008,0.138385024545133,11.7601223510229,6.26434514689813e-32,2.1431681712511e-30
"gene-AT2G06530",2798.7679484593,-0.70053203966652,0.0595750118849838,-11.7588233304758,6.36146551182561e-32,2.17317086277314e-30
"gene-AT2G25450",24327.9462453686,-0.571109982373087,0.048590279299926,-11.7535850915341,6.76850293278914e-32,2.30880043087551e-30
"gene-AT1G07280",5152.35435112185,-0.650255393423235,0.0553406898781462,-11.7500413322462,7.05843150487506e-32,2.40414138952606e-30
"gene-AT4G08500",1835.6305939676,-0.831722529721237,0.0709117818213394,-11.7289751908469,9.05483005487001e-32,3.07957708311575e-30
"gene-AT2G05940",1730.40609012017,-0.983169220461047,0.0838516180136756,-11.7251073235188,9.47808371847273e-32,3.21877956501123e-30
"gene-AT4G13640",1345.28150612247,-0.896728866829315,0.0764984035771533,-11.7221905934927,9.81019519051052e-32,3.32666604261738e-30
"gene-AT5G62360",3868.13601096871,-8.45131779191259,0.721443190823598,-11.7144605416049,1.07473134823805e-31,3.63909400279311e-30
"gene-AT3G22830",312.640311644478,-5.72904923462479,0.489517124453388,-11.7034705190795,1.22345386719978e-31,4.13660157239879e-30
"gene-AT2G46650",1857.85680510695,1.24224249280599,0.106191590998206,11.6981248809708,1.30300944417583e-31,4.39913539871897e-30
"gene-AT3G14770",2557.62616653275,-0.877000047435044,0.0751253189592964,-11.6738279395554,1.73439698374978e-31,5.84699708308278e-30
"gene-AT1G67470",428.762764650615,-1.94218086896205,0.167071904237213,-11.6248203300807,3.08241197860564e-31,1.03762536955719e-29
"gene-AT3G19240",1836.58395172686,-0.826257893370584,0.0712066339699094,-11.6036645366462,3.94802871823221e-31,1.32707863285301e-29
"gene-AT5G50430",1293.83229675212,-0.92049472938623,0.079436077778328,-11.5878673158427,4.74807868362534e-31,1.59368189760868e-29
"gene-AT5G15830",484.285473909594,1.72261167652064,0.148777694170185,11.5784270359114,5.30097879750708e-31,1.77667543737959e-29
"gene-AT5G25110",398.827110555001,-1.61961081855081,0.139928768776104,-11.5745377645843,5.54694147396615e-31,1.85641398328281e-29
"gene-AT3G21250",4307.42105719494,0.689260916245226,0.059600265533026,11.5647289501301,6.21873596609139e-31,2.07822945858118e-29
"gene-AT2G39681",538.087811238416,1.34205424180263,0.116086724475074,11.5607899858592,6.51070474365167e-31,2.17265326604723e-29
"gene-AT1G77500",895.060622116652,-1.06816728321178,0.0924061343193871,-11.5594845632199,6.61043767181536e-31,2.20274685367616e-29
"gene-AT5G61340",507.335842801293,1.37569808877893,0.119116375854655,11.5491936260514,7.45162872689118e-31,2.47946763078476e-29
"gene-AT4G30290",1305.19104974516,-1.18007728259902,0.102245192690618,-11.5416407514611,8.13583549683614e-31,2.70323099022398e-29
"gene-AT3G51660",1046.13703503283,-2.94593063064408,0.25530172543808,-11.5390157492633,8.38794868601295e-31,2.78298861511903e-29
"gene-AT2G37180",4014.97788145269,0.697160747782154,0.0604357356657335,11.5355714645075,8.73054615882571e-31,2.89249517063739e-29
"gene-AT1G53910",4269.49549370925,-0.671226481322874,0.0582355438041562,-11.5260618769214,9.7502603544196e-31,3.22569947650734e-29
"gene-AT1G60270",930.95874802881,1.30140481266987,0.112985958849372,11.518287988376,1.06710127837208e-30,3.52525621461058e-29
"gene-AT1G69760",789.70319101381,-1.21924177873563,0.105893608599688,-11.5138372830863,1.12364891051415e-30,3.70675539735992e-29
"gene-AT3G59940",7600.65836667455,0.886286348407765,0.0770082328829118,11.5089817702392,1.18873629257888e-30,3.91586716722519e-29
"gene-AT4G16950",6812.0257070784,-0.7168102300213,0.0623416875312354,-11.4980883323402,1.34869440016566e-30,4.43645423301285e-29
"gene-AT3G01290",3066.03059196136,-0.995402607317792,0.0865944617971566,-11.4949915578836,1.39794687256396e-30,4.59191694222969e-29
"gene-AT2G45850",1570.99788024075,-0.982408562277333,0.0857041145564261,-11.4627934418543,2.02864340201419e-30,6.65412350029093e-29
"gene-AT5G67430",217.921479862017,2.08381850954723,0.181977581989056,11.4509627327203,2.32548297866623e-30,7.61694772799212e-29
"gene-AT3G13310",1739.4675302814,-0.968844510231364,0.0850933614554689,-11.3856650349673,4.92907584963652e-30,1.61219234066338e-28
"gene-AT1G01430",4548.44745061327,0.76640444152754,0.0673679750451053,11.3763912454605,5.48216173200305e-30,1.79055477872887e-28
"gene-AT3G60520",767.469882985379,-1.16945618896902,0.102834974235859,-11.3721639710512,5.75430234781411e-30,1.87678158187052e-28
"gene-AT4G34260",4471.08872196219,-0.748266706834909,0.0658103941539748,-11.370038372422,5.89616624570574e-30,1.92033470988317e-28
"gene-AT2G21210",1433.90487916218,1.05041225629917,0.0924430144647267,11.3628083461079,6.40518930689257e-30,2.08317715412744e-28
"gene-AT5G04550",4735.34230786858,-0.622612185324791,0.0548337385894293,-11.3545456016894,7.04049804030969e-30,2.28657527199297e-28
"gene-AT4G39510",1963.02616166315,0.99827479892574,0.0879294598692953,11.3531323905509,7.15525386695504e-30,2.3205766373856e-28
"gene-AT5G62910",912.174714822511,-1.17030146953616,0.103098792414811,-11.3512626299979,7.30993971661536e-30,2.36741432479542e-28
"gene-AT1G53440",2009.75677001287,-0.885356929086669,0.0780627191294491,-11.3416101688504,8.16285542969139e-30,2.63993384787172e-28
"gene-AT2G36880",12440.9377655996,0.602673530952475,0.0532686641012416,11.3138472894128,1.12065507100569e-29,3.61921362497483e-28
"gene-AT5G06980",6313.5515118734,-0.677664649410158,0.0600242976302923,-11.289838884648,1.47306444061431e-29,4.75068432673083e-28
"gene-AT2G40610",4133.07880284064,1.02070255828568,0.0906678270139318,11.2576047303841,2.12454929699914e-29,6.84217629043342e-28
"gene-AT1G13080",2692.47295743739,0.778330200982358,0.0691744480106285,11.2517009295509,2.2716842234633e-29,7.30582517557047e-28
"gene-AT3G07790",3337.13594687637,-0.706541652215521,0.0627986392183023,-11.2509070421004,2.292225685332e-29,7.36162006658366e-28
"gene-AT5G38430",55723.5842128187,0.560066381782805,0.0498116508713109,11.2436823912892,2.48783687280247e-29,7.97872468010462e-28
"gene-AT1G63360",2093.93319023599,-1.00225131492365,0.0892406329453701,-11.2308853248183,2.8758242203991e-29,9.21022648585871e-28
"gene-AT4G18220",833.543267502598,1.2777377158879,0.113842596368587,11.2237225489041,3.1186063401379e-29,9.97391728117059e-28
"gene-AT2G21970",3523.91971977946,0.705862283764126,0.0629435575084735,11.2142101861513,3.4727264620257e-29,1.10910802614751e-27
"gene-AT2G22300",2879.15426472662,-0.750251056157753,0.0669518456306034,-11.2058308339571,3.81754962698021e-29,1.21755016388017e-27
"gene-AT2G01300",167.703658511002,-2.7055440806974,0.241556617693169,-11.2004552246797,4.05643678779485e-29,1.29195270565969e-27
"gene-AT5G04720",2606.97390886284,-0.738932115078616,0.0660004414119836,-11.1958662589255,4.27206122281434e-29,1.35875116878449e-27
"gene-AT1G15890",272.83252071452,-1.83244901440347,0.163796329719928,-11.1873630962106,4.7020973737248e-29,1.4934664372e-27
"gene-AT5G28630",137.425190154097,-3.04908058343665,0.272738691002845,-11.1794940872721,5.13820585375658e-29,1.62973712217019e-27
"gene-AT2G30490",13640.8314216513,0.552392242633079,0.0494227226504628,11.176888139891,5.29129637953368e-29,1.67598905516026e-27
"gene-AT4G00300",1986.06097477803,-0.911454468379122,0.0815861970113025,-11.1716748882517,5.61126940748062e-29,1.77490070325234e-27
"gene-AT4G33660",939.273844213046,1.04970625835089,0.0940036282755108,11.1666568366314,5.93737292950698e-29,1.87547784084249e-27
"gene-AT1G53320",2030.59961544102,-0.751659643958772,0.0673265975399832,-11.1643788847696,6.09154745864334e-29,1.92154572980652e-27
"gene-AT1G28380",1951.37721678531,-0.835223110606421,0.0748134188567103,-11.1640815694591,6.11196095903799e-29,1.92535119883138e-27
"gene-AT2G16700",776.7947984059,-1.16265567266501,0.104155075812615,-11.1627365598268,6.20515985397443e-29,1.95204339799177e-27
"gene-AT1G22490",293.078336496505,-1.70964042300737,0.153170312619424,-11.1616957213846,6.27824856486979e-29,1.97234514519526e-27
"gene-AT1G19400",4858.08821361375,-0.804097824344749,0.0721782641848346,-11.1404428109494,7.97219725080776e-29,2.50110063137927e-27
"gene-AT4G21910",2691.52352096369,0.726483961169608,0.0652141184683013,11.1399797809539,8.01375400828323e-29,2.51072219669841e-27
"gene-AT1G72150",22819.7027823203,-0.810369066051319,0.072754200655307,-11.1384505465281,8.15253517329223e-29,2.55073688685137e-27
"gene-AT5G42570",1553.8361884192,-0.93907161878668,0.0844280884377625,-11.1227393177204,9.72396915253897e-29,3.03827919631973e-27
"gene-AT5G64410",2041.99596166502,-0.844920107329469,0.0759806040538485,-11.1202078194938,1.0003869390643e-28,3.12150506466627e-27
"gene-AT1G64890",354.150625062364,-1.79695723530913,0.161647354130876,-11.1165273627321,1.04251223339048e-28,3.24855264726365e-27
"gene-AT1G25250",160.288118716942,-2.58610982319867,0.232662088627857,-11.1153039089886,1.05690155648716e-28,3.28894642254215e-27
"gene-AT1G29340",3114.2080675022,-0.727068836992548,0.0654126214356607,-11.1151154171017,1.05913590164895e-28,3.29145751430231e-27
"gene-AT3G03050",2252.168036771,-0.792173699750311,0.0713360505937645,-11.1048157720629,1.18862206464181e-28,3.68888777773561e-27
"gene-AT3G46550",958.919023268598,1.07998445344455,0.097256698536658,11.1044737246297,1.19318158984424e-28,3.69806105916913e-27
"gene-AT1G67750",1778.9561464647,0.852051582072077,0.0767722351881535,11.0984339583688,1.27661123145215e-28,3.95132595785975e-27
"gene-AT5G03470",1423.61981095699,-1.07373062422457,0.0968975772254853,-11.0810884541101,1.54976953578908e-28,4.79036671927082e-27
"gene-AT1G55960",11656.8130550732,0.731276092326011,0.0660375674773927,11.0736376317367,1.68422206293125e-28,5.19899284459595e-27
"gene-AT1G77840",1708.28243161089,0.79422198546807,0.0717269172205566,11.0728582273497,1.69893841435832e-28,5.23740921078723e-27
"gene-AT1G67340",1190.36207565232,1.01703089276497,0.091998651799555,11.0548456186168,2.07693845876311e-28,6.39414204547644e-27
